Gasellår;Orgnr;Namn;Koncern;Koordinater;Bolaget har säte på annan ort;Har koncernmoder;Adress;Postnr.;Ort;Telefon;Län;Län, klartext;Kommun;Kommun, klartext;SNIkod;SNI, klartext;Bransch enl. DI;Omsättning år 1;Omsättning år 2;Omsättning år 3;Omsättning år 4;Förändring omsättn.;Förlängd/förkortad periodlängd år 1;Förlängd/förkortad periodlängd år 2;Förlängd/förkortad periodlängd år 3;Förlängd/förkortad periodlängd år 4;Rörelseresultat år 1;Rörelseresultat år 2;Rörelseresultat år 3;Rörelseresultat år 4;Antal anställda år 1;Antal anställda år 2;Antal anställda år 3;Antal anställda år 4;Koncernmoder orgnr;Koncernmoder namn;VD/ansvarig födelseår;VD/ansvarig namn;VD/ansvarig, roll;VD/ansvarig, kön;Senaste bokslut;Revisorskommentar år 1;Revisorskommentar år 2;Revisorskommentar år 3;Revisorskommentar år 4;Riskklass;Registreringsstatus;Verksamhetsstatus;Statusdatum Bolagsverket;Status, Bolagsverket;Finns på bolagslistan;Finns på koncernlistan;Gasell förra året;Antal storleksförändringar efter senaste bokslut;Datum för senaste storleksförändring;Typ av storleksförändring;Förändrad storleksklasning;Extra vinstutdelning, belopp;Valuta;Stämmans beslutsdatum
2021;5590969712;SVENSK ELKRAFTSENTREPRENAD AB ;Nej;58.60806067525024, 16.170899056294044;;Nej;STÅTHÖGAVÄGEN 38 2TR;60223;NORRKÖPING ;  ;5;Östergötlands län   ;581;Norrköping    ;43210;Elinstallationer                                                                                               ;Bygg- och entreprenadföretag;148 413 000;107 504 000;56 196 000;8 627 000;1620 %;Nej;Nej;Nej;Nej;15 236 000;5 758 000;3 985 000;348 000;13;13;9;5;  ;  ;1955;Holm, Lars Olof Valter ;1;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569614489;Wellnox Health AB ;Nej;58.594840994615396, 16.155130598622225;;Nej;HAGAGATAN 4;60215;NORRKÖPING ;  ;5;Östergötlands län   ;581;Norrköping    ;46340;Partihandel med drycker                                                                                        ;Handelsföretag              ;39 916 500;29 109 000;15 869 000;5 176 000;671 %;Ja ;Nej;Nej;Nej;1 678 000;1 150 000;1 552 000;−181 000;25;17;6;5;5569614489;Wellnox Health AB ;1963;Sjölander, Ulf Peter Thomas ;1;Man   ;4/30/2020;T ;T ;T ;T ;A ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569326787;TSL Restaurang & Catering AB ;Nej;58.31463880115441, 16.68029075628501;;Nej;SLÄTTVÄGEN 4;61573;GUSUM ;070-4835189;5;Östergötlands län   ;581;Norrköping    ;56100;Restaurangverksamhet                                                                                           ;Hotell och restauranger      ;19 416 000;7 724 000;4 246 000;4 151 000;368 %;Nej;Nej;Nej;Nej;481 000;206 000;28 000;150 000;19;8;4;4;  ;  ;1976;Laving, Sofia Kristina ;0;Kvinna;8/31/2020;T ;T ;T ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569456824;iDoc AB ;Nej;58.59156468747404, 16.181658640950623;;Ja ;SANDGATAN 9;60221;NORRKÖPING ;011-120204;5;Östergötlands län   ;581;Norrköping    ;78200;Personaluthyrning                                                                                              ;Företagstjänster           ;50 418 000;31 873 000;31 039 000;10 889 000;363 %;Nej;Nej;Nej;Nej;1 495 000;2 031 000;3 402 000;1 409 000;17;15;14;5;5591347868;Livland Holding AB ;1981;Lind, Erik Karl Johan ;0;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5569296584;Againity AB ;Nej;58.59743443761122, 16.17638458512949;;Nej;INGELSTAGATAN 1;60241;NORRKÖPING ;070-4253766;5;Östergötlands län   ;581;Norrköping    ;28990;Tillverkning av övriga specialmaskiner                                                                        ;Tillverkningsindustri        ;27 569 000;19 796 000;7 025 250;6 600 000;318 %;Nej;Nej;Ja ;Nej;4 296 000;1 707 000;1 027 000;588 000;11;10;9;6;  ;  ;1974;Frykerås, David Vilhelm Gert ;1;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5590459342;ELTAL AB ;Nej;58.598901301599156, 16.13638024280089;;Nej;KABELVÄGEN 19;60210;NORRKÖPING ;072-3328045;5;Östergötlands län   ;581;Norrköping    ;27120;Tillverkning av eldistributions- och elkontrollapparater                                                       ;Tillverkningsindustri        ;14 856 000;9 606 000;6 744 000;3 908 308;280,11 %;Nej;Nej;Nej;Ja ;711 000;286 000;131 000;274 000;10;8;6;4;  ;  ;1973;Andersson, Patrik Roger Harald ;1;Man   ;4/30/2020;T ;T ;S ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5568416340;Strandbergs Stensättning AB ;Nej;58.38746320423644, 15.43563711210865;;Nej;FÅLÅSAVÄGEN 15;58371;VIKINGSTAD ;013-81322;5;Östergötlands län   ;580;Linköping     ;43120;Mark- och grundarbeten                                                                                         ;Bygg- och entreprenadföretag;26 454 000;21 051 000;12 225 000;7 531 000;251 %;Nej;Nej;Nej;Nej;1 457 000;1 941 000;81 000;222 000;14;13;9;7;  ;  ;1962;Strandberg, Karl Magnus Oskar ;0;Man   ;4/30/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5568274897;Soffadirekt Scandinavia AB ;Nej;58.60689201818193, 16.17511200151446;;Ja ;MALMGATAN 5 N 15 A;60223;NORRKÖPING ;011-4707676;5;Östergötlands län   ;581;Norrköping    ;46470;Partihandel med möbler, mattor och belysningsartiklar                                                         ;Handelsföretag              ;125 444 000;86 705 000;60 819 000;36 069 000;248 %;Nej;Nej;Nej;Nej;6 491 000;656 000;3 260 000;1 173 000;19;18;12;8;5567562862;MAZZARELLA HOLDING AB ;1971;Mazzarella, Roberto Valentino ;1;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5569607723;CMG Logistik AB ;Nej;58.6095434779694, 16.339465715226194;;Nej;SIDUS 13  DAGSBERG;60591;NORRKÖPING ;073-3987409;5;Östergötlands län   ;581;Norrköping    ;78200;Personaluthyrning                                                                                              ;Företagstjänster           ;18 900 000;13 621 000;6 636 000;5 510 000;243 %;Nej;Nej;Nej;Nej;1 400 000;1 019 000;288 000;145 000;15;10;8;6;  ;  ;1970;Garstad, Per Robert Mikael ;1;Man   ;4/30/2020;T ;T ;T ;S ;A ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5568741044;Byggtec i Norrköping AB ;Nej;58.58167702223359, 16.221774356293295;;Ja ;RISÄNGSGATAN 21;60228;NORRKÖPING ;072-2205463;5;Östergötlands län   ;581;Norrköping    ;41200;Byggande av bostadshus och andra byggnader                                                                     ;Bygg- och entreprenadföretag;150 783 000;125 548 000;120 391 000;48 934 000;208 %;Nej;Nej;Nej;Nej;12 041 000;3 018 000;4 628 000;3 740 000;34;47;35;22;5567990758;Jelab Invest AB ;1972;Edvardsson, Johan Niclas Ronny ;1;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5569186538;Östgöta Elitstäd AB ;Nej;58.616046459904574, 16.14980249307263;;Ja ;BOX 4058;60004;NORRKÖPING ;073-6166836;5;Östergötlands län   ;581;Norrköping    ;81210;Lokalvård                                                                                                     ;Företagstjänster           ;80 668 000;64 397 000;57 399 000;26 923 000;200 %;Nej;Nej;Nej;Nej;9 717 000;7 978 000;10 486 000;2 378 000;130;99;76;65;5591386668;ELITGRUPPEN FÖRVALTNING AB ;1962;Håkansson, Johan Thommy Mikael ;1;Man   ;3/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5590754965;NISTRA AB ;Nej;58.58850061487925, 16.180852698621997;;Nej;KÄLLVINDSGATAN 1;60240;NORRKÖPING ;011-103230;5;Östergötlands län   ;581;Norrköping    ;69201;Redovisning och bokföring                                                                                     ;Konsultföretag              ;10 036 000;8 504 000;6 200 000;3 367 200;198 %;Nej;Nej;Nej;Ja ;1 558 000;1 247 000;862 000;442 000;12;10;8;5;  ;  ;1972;Ljungberg, Annika Gunilla Maria ;1;Kvinna;12/31/2020;T ;S ;S ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569520553;Zoezi AB ;Nej;58.393611251064854, 15.565812823751594;;Nej;TEKNIKRINGEN 1 C 1 TR;58330;LINKÖPING ;013-101840;5;Östergötlands län   ;580;Linköping     ;63110;Databehandling, hosting o.d.                                                                                   ;IT-företag                  ;11 302 000;9 539 000;7 165 000;3 879 000;191 %;Nej;Nej;Nej;Nej;1 929 000;1 373 000;934 000;47 000;12;10;8;6;  ;  ;1979;Öberg, Lars Tomas Erik ;1;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569250805;Smart Cash Sverige AB ;Nej;58.61012799866301, 16.17316115629411;;Ja ;KISELGATAN 19;60223;NORRKÖPING ;011-4709000;5;Östergötlands län   ;581;Norrköping    ;46660;Partihandel med andra kontorsmaskiner och kontorsutrustning                                                    ;Handelsföretag              ;16 453 000;11 876 000;6 541 000;5 765 000;185 %;Nej;Nej;Nej;Nej;3 201 000;2 088 000;730 000;352 000;11;9;6;5;5591793335;Massi Invest AB ;1991;Massi, Joni ;0;Man   ;3/31/2020;TK ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5566843347;OPTIPLAN AB ;Nej;58.58917195378227, 16.185530269786295;;Nej;SKOLGATAN 1 A;60225;NORRKÖPING ;011-166853;5;Östergötlands län   ;581;Norrköping    ;70220;Konsultverksamhet avseende företags organisation                                                              ;Konsultföretag              ;19 498 000;13 723 000;9 910 000;6 989 000;179 %;Nej;Nej;Nej;Nej;4 240 000;1 898 000;557 000;559 000;12;11;9;6;5566843347;OPTIPLAN AB ;1978;Waltersson, Maud Elisabeth K M ;1;Kvinna;8/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5568683360;Vernum Maskin i Norrköping AB ;Nej;58.580333005930676, 16.232983842800333;;Ja ;SVÄRMAREGATAN 2;60361;NORRKÖPING ;011-130020;5;Östergötlands län   ;582;Söderköping  ;77320;Uthyrning och leasing av bygg- och anläggningsmaskiner                                                        ;Övriga                      ;29 202 000;18 289 000;17 465 000;10 727 000;172 %;Nej;Nej;Nej;Nej;4 817 000;1 607 000;1 879 000;749 000;10;8;5;4;5569296907;EKÄNGENS FASTIGHETER I SÖDERKÖPING AB ;1975;Widholm, Per Ragnar ;1;Man   ;6/30/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5565703435;Skogslotten AB ;Nej;58.64583837913193, 16.085106386980947;;Nej;SKOGSLOTTEN 1;60599;NORRKÖPING ;011-339024;5;Östergötlands län   ;581;Norrköping    ;85510;Sport- och fritidsutbildning                                                                                   ;Utbildning                   ;25 510 000;23 176 000;12 218 000;9 388 500;171,72 %;Nej;Nej;Nej;Ja ;2 172 000;2 912 000;65 000;51 000;14;13;11;11;5565703435;Skogslotten AB ;1963;Jonsson, Bo Sven Stefan ;1;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569356735;Xamera AB ;Nej;58.41980577426858, 15.617930511567291;;Ja ;GÖRAN DYKS GATA 3 B;58224;LINKÖPING ;013-3410463;5;Östergötlands län   ;580;Linköping     ;78100;Arbetsförmedling och rekrytering                                                                              ;Företagstjänster           ;40 539 000;27 256 000;19 783 000;15 256 000;166 %;Nej;Nej;Nej;Nej;5 570 000;1 486 000;1 908 000;1 930 000;69;56;42;27;5590679501;MORBROR STEWART AB ;1985;Svensson, Jacob Emanuel ;1;Man   ;6/30/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5564674876;Hjulsbro Elservice Aktiebolag ;Nej;58.37486887420036, 15.709132256286914;;Ja ;BOX 6093;58006;LINKÖPING ;013-156000;5;Östergötlands län   ;580;Linköping     ;43210;Elinstallationer                                                                                               ;Bygg- och entreprenadföretag;27 609 000;21 795 000;15 166 000;10 798 000;156 %;Nej;Nej;Nej;Nej;3 914 000;2 764 000;1 424 000;1 186 000;15;13;10;7;5567491278;LEVIN TRADEMARK AB ;1986;Levin, Erik Christoffer ;0;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5590710710;Xeamit AB ;Nej;58.41189011853665, 15.623851613959467;;Nej;ÅGATAN 31  4TR;58222;LINKÖPING ;070-3043452;5;Östergötlands län   ;580;Linköping     ;62020;Datakonsultverksamhet                                                                                          ;IT-företag                  ;22 693 000;17 697 000;13 088 000;9 181 846;147 %;Nej;Nej;Nej;Ja ;6 560 000;3 626 000;3 154 000;3 221 000;11;8;7;6;  ;  ;1953;Linder, Per Åke ;0;Okänt;9/30/2020;T ;T ;S ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5567114623;link22 AB;Nej;58.39525268677487, 15.562066412108921;;Nej;TEKNIKRINGEN 8  1TR;58330;LINKÖPING ;070-9610606;5;Östergötlands län   ;580;Linköping     ;62020;Datakonsultverksamhet                                                                                          ;IT-företag                  ;32 169 000;25 443 000;16 580 000;13 350 000;141 %;Nej;Nej;Nej;Nej;2 959 000;1 333 000;1 302 000;−57 000;17;15;13;11;  ;  ;1971;Ljungkvist, Conny ;1;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5569181455;Kolmårdens Personliga Assistans AB ;Nej;58.58033869189235, 16.232968012656904;;Nej;SVÄRMAREGATAN 1;60361;NORRKÖPING ;011-5002330;5;Östergötlands län   ;581;Norrköping    ;88102;Öppna sociala insatser för personer med funktionshinder                                                      ;Vård och omsorg             ;30 709 000;26 494 000;17 112 000;12 834 000;139 %;Nej;Nej;Nej;Nej;1 364 000;930 000;480 000;311 000;98;85;56;32;  ;  ;1964;Colliander, Björn Gustav ;0;Man   ;6/30/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5564523453;HAMI PLÅT & VENT AKTIEBOLAG ;Nej;58.42757659397852, 15.616441456288477;;Ja ;BOX 1292;58112;LINKÖPING ;013-148150;5;Östergötlands län   ;580;Linköping     ;43222;Ventilationsarbeten                                                                                            ;Bygg- och entreprenadföretag;57 345 000;29 168 000;28 226 000;24 281 000;136 %;Ja ;Nej;Nej;Nej;4 164 000;337 000;2 205 000;1 083 000;20;18;18;17;5568317449;LSL HOLDING AB ;1975;Lindberg, Hans Fredrik ;0;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569009912;Br. Karlssons Entreprenad AB ;Nej;58.60911571415529, 16.19417874095116;;Nej;DAGSBERG LILLA EGGEBY 2;60591;NORRKÖPING ;070-2203640;5;Östergötlands län   ;581;Norrköping    ;43120;Mark- och grundarbeten                                                                                         ;Bygg- och entreprenadföretag;29 591 000;24 777 000;17 590 000;12 611 000;135 %;Nej;Nej;Nej;Nej;3 200 000;3 155 000;1 654 000;899 000;17;14;10;8;  ;  ;1985;Karlsson, Daniel Karl Leif ;0;Man   ;8/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5568568918;Angry Creative AB ;Nej;58.586653604739084, 16.189279269786173;;Nej;DROTTNINGGATAN 55;60232;NORRKÖPING ;010-7624440;5;Östergötlands län   ;581;Norrköping    ;62010;Dataprogrammering                                                                                              ;IT-företag                  ;27 386 000;23 257 000;18 210 000;12 176 000;125 %;Nej;Nej;Nej;Nej;7 713 000;6 159 000;2 758 000;1 884 000;32;30;29;14;  ;  ;1983;Rosén, Lars Jimmy ;1;Man   ;8/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5569525180;Erik Samuelson Mark & Entreprenad AB ;Nej;58.53029939984558, 16.47442172745589;;Nej;KUDDBY ÅBY 2;61033;VIKBOLANDET ;072-5455481;5;Östergötlands län   ;581;Norrköping    ;43120;Mark- och grundarbeten                                                                                         ;Bygg- och entreprenadföretag;41 859 000;26 818 000;26 699 000;18 639 000;125 %;Nej;Nej;Nej;Nej;2 668 000;324 000;176 000;169 000;18;15;17;15;  ;  ;1983;Samuelsson, Sten Erik Gunnar ;0;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5569403966;Ankarberg Bygg AB ;Nej;58.548741126229125, 15.020059956292227;;Nej;LILLBERGASTIGEN 5;59150;MOTALA ;0141-465050;5;Östergötlands län   ;583;Motala         ;43320;Byggnadssnickeriarbeten                                                                                        ;Bygg- och entreprenadföretag;12 736 000;11 160 000;8 370 000;5 881 000;117 %;Nej;Nej;Nej;Nej;531 000;258 000;214 000;29 000;10;10;8;7;  ;  ;1975;Ankarberg, Lars Oskar ;0;Man   ;8/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5590620307;RMV Skog AB ;Nej;58.54016916633462, 15.015855998620555;;Nej;MEDEVIVÄGEN 61;59150;MOTALA ;073-9109868;5;Östergötlands län   ;583;Motala         ;2200;Drivning                                                                                                       ;Jordbruk och skogsbruk       ;10 279 000;8 090 000;6 346 000;4 803 000;114 %;Nej;Nej;Nej;Nej;461 000;267 000;170 000;340 000;11;9;9;7;  ;  ;1988;Vestlund, Richard Martin ;0;Man   ;12/31/2020;T ;T ;T ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5568751993;Stångå Tandklinik AB ;Nej;58.41054940314562, 15.630432727452273;;Nej;NYGATAN 2;58219;LINKÖPING ;073-5039336;5;Östergötlands län   ;580;Linköping     ;86230;Tandläkarverksamhet                                                                                           ;Vård och omsorg             ;19 655 000;14 168 000;10 723 000;9 421 000;109 %;Nej;Nej;Nej;Nej;3 653 000;2 339 000;2 125 000;1 867 000;20;13;8;7;  ;  ;1980;Granath, Jon ;1;Man   ;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5566019104;LINDE UTEMILJÖ AB ;Nej;58.580242899297644, 16.224793212114598;;Ja ;FJÄRILSGATAN 29 B;60361;NORRKÖPING ;011-317773;5;Östergötlands län   ;581;Norrköping    ;1610;Service till växtodling                                                                                       ;Jordbruk och skogsbruk       ;25 513 000;20 640 000;14 514 000;12 510 000;104 %;Nej;Nej;Nej;Nej;3 121 000;2 702 000;1 991 000;1 311 000;24;20;16;18;5590995105;TILIA LINDE HOLDING AB ;1967;Linde, Anna Maria ;1;Kvinna;12/31/2020;T ;T ;T ;TK ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5590457387;Eketorp omsorg AB ;Nej;58.900086030576695, 17.121741445870004;;Ja ;DALBY 1;61191;NYKÖPING ;073-7891499;4;Södermanlands län    ;480;Nyköping      ;87201;Boende med särskild service för personer med utvecklingsstörning eller  psykiska funktionshinder            ;Vård och omsorg             ;13 079 000;9 531 000;7 589 000;2 065 000;533 %;Nej;Nej;Nej;Nej;1 956 000;1 990 000;1 666 000;660 000;17;12;10;2;5591917058;EKETORP UTVECKLING OCH FÖRVALTNING AB ;1973;Broberg, Gunhild Helena ;1;Kvinna;12/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5568534563;Aktiebolaget Södermännen ;Nej;59.37898997248906, 16.583279356317746;;Nej;VÄGMÄSTARVÄGEN 7;63362;ESKILSTUNA ;016-123500;4;Södermanlands län    ;484;Eskilstuna     ;43120;Mark- och grundarbeten                                                                                         ;Bygg- och entreprenadföretag;122 510 000;77 987 000;40 305 000;38 509 000;218 %;Nej;Nej;Nej;Nej;9 379 000;4 430 000;4 147 000;1 693 000;14;5;1;1;  ;  ;1979;Wånggren, Gustaf Mikael ;0;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5567627731;Grundkraft AB;Nej;59.18626002846218, 17.46741803058449;;Nej;SKÄLBYVÄGEN 12;155 35;NYKVARN;0703-799545;4;Södermanlands län    ;486;Strängnäs;43120;Mark- och grundarbeten;Maskinentreprenad;44567000;33951000;33045000;14477000;208 %;;JA;;;3768666;5414654;4145396;2494138;14;6;5;5;;;;;;;;;;;;AAA;;;;;;;Nej;;;;;;;
2021;5565938304;SÖRMLANDSKUSTENS BYGG & SANERING AKTIEBOLAG ;Nej;59.2665494158893, 17.906286742955896;*Bolaget har säte i Nyköping;Ja ;BOX 5043;14105;KUNGENS KURVA ;070-9950282;4;Södermanlands län    ;480;Nyköping      ;81290;Annan rengöring                                                                                               ;Företagstjänster           ;25 473 000;17 114 000;16 035 000;9 248 000;175 %;Nej;Nej;Nej;Nej;3 646 000;1 882 000;1 950 000;680 000;18;22;10;11;5568051949;PE & KA HOLDING AB ;1967;Henriksson, Robert Peter ;0;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5568260094;Byggfirma Lundby Bygg AB ;Nej;59.39342997542991, 16.4906727630027;;Nej;BRUSENSGATAN 9 C 1TRN;63347;ESKILSTUNA ;070-5122114;4;Södermanlands län    ;484;Eskilstuna     ;41200;Byggande av bostadshus och andra byggnader                                                                     ;Bygg- och entreprenadföretag;25 641 000;17 934 000;15 165 000;9 502 000;170 %;Nej;Nej;Nej;Nej;−567 000;3 687 000;384 000;685 000;11;10;9;6;  ;  ;1971;Vestholm, Kjell Robert Mikael ;0;Man   ;8/31/2020;T ;T ;TK ;T ;A ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5561963587;Impecta Fröhandel AB ;Nej;59.18234104352923, 15.978631471594522;;Ja ;GIMGÖL GRANEBO 1;64398;JULITA ;0150-92331;4;Södermanlands län    ;483;Katrineholm    ;47919;Postorderhandel och detaljhandel på Internet med övriga varor                                                ;Handelsföretag              ;78 222 000;48 952 000;39 691 000;32 518 000;141 %;Nej;Nej;Nej;Nej;19 569 000;11 059 000;7 372 000;5 779 000;36;27;24;20;5590460068;VEMI Holding AB ;1969;Gårdestig, Gun Veronica ;0;Kvinna;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5567688436;Sug & Blåsbil Sverige AB ;Nej;59.16806564964788, 17.52519292747558;;Ja ;BOX 5205;15113;SÖDERTÄLJE ;08-398810;4;Södermanlands län    ;486;Strängnäs    ;43999;Diverse övrig specialiserad bygg- och anläggningsverksamhet                                                  ;Bygg- och entreprenadföretag;43 787 000;38 521 000;30 486 000;18 309 000;139 %;Nej;Nej;Nej;Nej;5 754 000;7 547 000;5 707 000;2 387 000;21;22;20;16;5591098560;SUG & BLÅSBIL SVERIGE HOLDING AB ;1980;Duric, Zuhdija ;1;Man   ;4/30/2020;T ;T ;T ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5567000558;SCHAKTPARTNER I ESKILSTUNA AB ;Nej;59.34913596529635, 16.45938445631681;;Nej;MESTADALSVÄGEN 1;63236;ESKILSTUNA ;070-3347035;4;Södermanlands län    ;484;Eskilstuna     ;71121;Teknisk konsultverksamhet inom bygg och anläggningsteknik                                                     ;Konsultföretag              ;99 395 000;63 024 000;57 092 000;42 733 000;133 %;Nej;Nej;Nej;Nej;11 103 000;7 634 000;4 160 000;5 038 000;18;14;10;8;5567000558;SCHAKTPARTNER I ESKILSTUNA AB ;1969;Jonsson, Tomas Hans Olov ;0;Man   ;8/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;   ;;;;;;;
2021;5567266621;Katrineholms Tak & Byggspecialisten AB ;Nej;58.98367326172544, 16.23675199863414;;Nej;TALLÅSVÄGEN 28;64134;KATRINEHOLM ;070-7526734;4;Södermanlands län    ;483;Katrineholm    ;43912;Takarbeten av andra material än plåt                                                                         ;Bygg- och entreprenadföretag;18 982 000;16 665 000;13 245 000;8 603 000;121 %;Nej;Nej;Nej;Nej;445 000;12 000;1 535 000;932 000;14;13;11;9;  ;  ;1980;Wahlström, Johnny Thobias ;0;Man   ;8/31/2020;T ;T ;T ;T ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5569791055;L. Eklöf AB ;Nej;59.34657670225947, 16.49181789864532;;Nej;HEJARGATAN 2 B;63229;ESKILSTUNA ;076-2007873;4;Södermanlands län    ;484;Eskilstuna     ;43991;Uthyrning av bygg- och anläggningsmaskiner med förare                                                        ;Bygg- och entreprenadföretag;15 918 000;14 389 000;9 390 000;7 485 000;113 %;Nej;Nej;Nej;Nej;2 809 000;1 553 000;766 000;933 000;10;10;9;9;  ;  ;1992;Eklöf, Ludwig Karl Lars ;0;Man   ;12/31/2020;T ;T ;T ;S ;AA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;  ;Ja ;;;;;;;
2021;5568624539;Gute Kyltjänst AB ;Nej;57.639621591551496, 18.32929326975745;;Ja ;SKARPHÄLLSGATAN 10;62141;VISBY ;0498-202650;9;Gotlands län          ;980;Gotland        ;43221;Värme- och sanitetsarbeten                                                                                    ;Bygg- och entreprenadföretag;60 357 000;35 665 000;27 386 000;15 659 000;285 %;Nej;Nej;Nej;Nej;5 510 000;3 542 000;2 742 000;1 567 000;10;9;8;6;5590445515;ETUG HOLDING AB ;1977;Ringqvist, Erik Olof ;1;Man   ;12/31/2020;T ;T ;T ;T ;AAA ;Inregistrerat;Aktivt                                                  ;          ;  ;1;;;;;;;;;
